"donor_id";"donation_id";"donation_number";"donation_date";"donation_amount"
569;"569_6";6;"2023-06-06";7946
569;"569_7";7;"2023-06-07";8249
569;"569_8";8;"2023-08-18";7791
569;"569_9";9;"2023-10-24";7321
569;"569_10";10;"2024-12-09";7770
570;"570_1";1;"2021-06-18";3542
570;"570_2";2;"2021-12-01";2655
570;"570_3";3;"2022-03-24";3716
570;"570_4";4;"2024-02-18";3166
571;"571_1";1;"2020-06-28";217
571;"571_2";2;"2021-04-18";229
571;"571_3";3;"2024-11-27";216
572;"572_1";1;"2021-01-18";403
572;"572_2";2;"2022-01-21";394
572;"572_3";3;"2023-02-04";389
573;"573_1";1;"2020-06-28";5571
573;"573_2";2;"2020-10-09";4762
573;"573_3";3;"2022-03-02";4640
573;"573_4";4;"2022-11-05";5052
573;"573_5";5;"2023-02-18";5319
573;"573_6";6;"2023-05-25";4897
573;"573_7";7;"2023-09-14";5141
573;"573_8";8;"2024-03-11";5668
573;"573_9";9;"2024-09-21";5051
574;"574_1";1;"2020-02-20";304
574;"574_2";2;"2020-03-25";299
574;"574_3";3;"2020-04-15";310
574;"574_4";4;"2020-08-28";302
574;"574_5";5;"2023-02-16";303
574;"574_6";6;"2023-06-15";318
574;"574_7";7;"2023-08-17";308
574;"574_8";8;"2023-12-25";302
574;"574_9";9;"2024-03-24";312
575;"575_1";1;"2021-12-12";50
575;"575_2";2;"2022-01-09";33
575;"575_3";3;"2022-02-14";34
575;"575_4";4;"2022-02-27";39
575;"575_5";5;"2022-08-07";32
575;"575_6";6;"2022-09-03";46
575;"575_7";7;"2024-01-28";35
575;"575_8";8;"2024-02-16";32
575;"575_9";9;"2024-08-20";47
576;"576_1";1;"2021-06-18";10207
576;"576_2";2;"2024-05-01";9461
576;"576_3";3;"2024-08-24";10324
577;"577_1";1;"2020-08-12";4469
577;"577_2";2;"2020-11-05";4619
577;"577_3";3;"2021-03-21";4524
577;"577_4";4;"2021-08-03";5355
577;"577_5";5;"2021-11-24";4561
577;"577_6";6;"2023-02-24";5405
577;"577_7";7;"2023-08-21";5257
578;"578_1";1;"2020-07-26";5246
578;"578_2";2;"2020-09-09";5771
578;"578_3";3;"2020-11-03";5168
578;"578_4";4;"2021-02-20";6130
578;"578_5";5;"2021-07-03";5698
578;"578_6";6;"2021-10-24";6102
578;"578_7";7;"2022-12-25";5847
578;"578_8";8;"2024-07-21";4890
579;"579_1";1;"2022-10-14";54
579;"579_2";2;"2023-10-26";46
579;"579_3";3;"2024-12-07";42
580;"580_1";1;"2021-05-14";161
580;"580_2";2;"2023-08-27";156
580;"580_3";3;"2024-12-19";159
581;"581_1";1;"2020-01-09";2711
581;"581_2";2;"2022-11-24";2077
581;"581_3";3;"2023-04-06";2616
581;"581_4";4;"2023-09-13";2183
582;"582_1";1;"2021-01-02";102
582;"582_2";2;"2023-12-14";102
583;"583_1";1;"2020-03-21";73
583;"583_2";2;"2021-07-21";67
583;"583_3";3;"2021-12-21";67
583;"583_4";4;"2022-03-27";75
583;"583_5";5;"2023-06-09";75
584;"584_1";1;"2022-04-03";3791
585;"585_1";1;"2020-01-04";203
585;"585_2";2;"2022-11-08";198
585;"585_3";3;"2023-03-21";207
585;"585_4";4;"2024-01-24";207
586;"586_1";1;"2020-12-14";281
586;"586_2";2;"2021-03-04";287
586;"586_3";3;"2022-01-06";293
587;"587_1";1;"2020-11-21";7898
587;"587_2";2;"2022-04-07";7642
587;"587_3";3;"2023-07-19";8665
587;"587_4";4;"2024-01-22";8336
587;"587_5";5;"2024-08-10";8103
588;"588_1";1;"2020-10-26";194
588;"588_2";2;"2023-02-06";192
589;"589_1";1;"2021-03-02";397
589;"589_2";2;"2022-06-24";389
589;"589_3";3;"2022-11-11";402
589;"589_4";4;"2023-03-22";397
589;"589_5";5;"2024-08-22";402
590;"590_1";1;"2020-08-14";363
590;"590_2";2;"2020-09-14";381
590;"590_3";3;"2020-09-28";362
590;"590_4";4;"2021-10-16";377
590;"590_5";5;"2022-01-12";377
591;"591_1";1;"2020-03-08";375
591;"591_2";2;"2020-07-09";389
591;"591_3";3;"2021-09-24";376
591;"591_4";4;"2021-11-19";387
592;"592_1";1;"2020-05-08";71
592;"592_2";2;"2020-07-17";65
592;"592_3";3;"2020-08-25";71
592;"592_4";4;"2021-11-02";74
592;"592_5";5;"2021-12-08";69
592;"592_6";6;"2022-09-02";74
592;"592_7";7;"2023-11-04";63
593;"593_1";1;"2020-05-24";347
593;"593_2";2;"2020-10-20";361
593;"593_3";3;"2021-06-09";363
593;"593_4";4;"2022-05-25";361
593;"593_5";5;"2022-08-17";356
593;"593_6";6;"2023-07-10";356
593;"593_7";7;"2024-12-08";347
594;"594_1";1;"2022-04-10";283
594;"594_2";2;"2024-04-19";280
595;"595_1";1;"2020-06-04";377
595;"595_2";2;"2024-02-13";365
595;"595_3";3;"2024-05-05";384
595;"595_4";4;"2024-12-01";372
596;"596_1";1;"2021-07-25";359
596;"596_2";2;"2021-08-23";344
596;"596_3";3;"2023-07-10";351
597;"597_1";1;"2020-05-09";365
597;"597_2";2;"2020-06-09";359
597;"597_3";3;"2020-09-10";364
597;"597_4";4;"2020-11-03";366
597;"597_5";5;"2023-02-15";362
597;"597_6";6;"2023-04-06";364
597;"597_7";7;"2024-09-15";352
597;"597_8";8;"2024-11-27";346
598;"598_1";1;"2020-02-14";153
598;"598_2";2;"2022-01-25";163
598;"598_3";3;"2023-04-28";164
598;"598_4";4;"2024-07-21";157
598;"598_5";5;"2024-09-07";162
599;"599_1";1;"2020-05-02";8700
599;"599_2";2;"2020-07-15";9586
599;"599_3";3;"2020-09-01";8472
599;"599_4";4;"2021-03-22";9493
599;"599_5";5;"2021-10-14";9230
599;"599_6";6;"2022-10-09";9245
599;"599_7";7;"2022-12-11";8593
599;"599_8";8;"2023-06-03";9665
599;"599_9";9;"2023-08-04";9861
599;"599_10";10;"2023-09-01";9794
600;"600_1";1;"2021-11-26";248
601;"601_1";1;"2022-04-10";3402
601;"601_2";2;"2024-06-07";3105
602;"602_1";1;"2020-03-27";1865
602;"602_2";2;"2021-09-07";701
602;"602_3";3;"2021-11-19";1480
602;"602_4";4;"2022-05-08";1971
602;"602_5";5;"2022-09-18";615
602;"602_6";6;"2023-02-06";1731
602;"602_7";7;"2023-03-13";1501
602;"602_8";8;"2023-06-27";1348
602;"602_9";9;"2023-07-01";1772
602;"602_10";10;"2024-01-21";1024
603;"603_1";1;"2021-01-28";9179
603;"603_2";2;"2021-06-27";9525
603;"603_3";3;"2021-10-20";10591
603;"603_4";4;"2021-11-18";10377
603;"603_5";5;"2022-08-25";9281
603;"603_6";6;"2024-10-25";9175
603;"603_7";7;"2024-12-12";9313
604;"604_1";1;"2020-08-23";122
604;"604_2";2;"2020-12-17";127
604;"604_3";3;"2021-03-07";132
604;"604_4";4;"2021-12-23";120
604;"604_5";5;"2022-07-22";114
604;"604_6";6;"2023-01-09";123
604;"604_7";7;"2023-08-16";113
604;"604_8";8;"2024-05-18";121
605;"605_1";1;"2021-08-18";8168
605;"605_2";2;"2022-06-23";8040
605;"605_3";3;"2022-11-19";7767
605;"605_4";4;"2022-12-20";7899
605;"605_5";5;"2023-04-26";9060
605;"605_6";6;"2023-05-05";9158
605;"605_7";7;"2024-03-11";9213
605;"605_8";8;"2024-10-16";8079
606;"606_1";1;"2020-08-17";10546
606;"606_2";2;"2020-09-02";10300
606;"606_3";3;"2021-03-28";9840
606;"606_4";4;"2021-05-09";9992
606;"606_5";5;"2021-07-12";9508
606;"606_6";6;"2021-07-25";10134
606;"606_7";7;"2021-10-17";9332
606;"606_8";8;"2023-01-26";10358
607;"607_1";1;"2020-04-19";381
607;"607_2";2;"2023-03-08";379
607;"607_3";3;"2024-12-18";375
608;"608_1";1;"2020-03-19";171
608;"608_2";2;"2020-03-21";186
608;"608_3";3;"2020-05-02";170
608;"608_4";4;"2021-05-03";188
608;"608_5";5;"2022-01-07";177
608;"608_6";6;"2022-01-08";173
608;"608_7";7;"2022-08-07";173
608;"608_8";8;"2023-09-19";188
608;"608_9";9;"2024-04-17";169
608;"608_10";10;"2024-08-28";168
609;"609_1";1;"2020-02-17";335
609;"609_2";2;"2020-09-24";337
609;"609_3";3;"2021-09-16";331
609;"609_4";4;"2021-12-26";320
609;"609_5";5;"2023-04-10";336
609;"609_6";6;"2023-11-21";338
609;"609_7";7;"2024-01-21";329
609;"609_8";8;"2024-12-25";332
610;"610_1";1;"2020-09-18";352
610;"610_2";2;"2020-11-10";371
610;"610_3";3;"2021-01-03";361
610;"610_4";4;"2021-05-10";351
610;"610_5";5;"2021-11-01";354
610;"610_6";6;"2022-03-12";353
610;"610_7";7;"2022-09-11";353
610;"610_8";8;"2024-07-18";366
610;"610_9";9;"2024-07-22";366
610;"610_10";10;"2024-11-27";353
611;"611_1";1;"2020-03-17";62
611;"611_2";2;"2020-06-05";56
611;"611_3";3;"2020-12-26";61
611;"611_4";4;"2022-03-06";58
611;"611_5";5;"2022-03-09";59
611;"611_6";6;"2022-04-06";53
611;"611_7";7;"2022-11-12";51
611;"611_8";8;"2022-12-02";61
611;"611_9";9;"2023-10-20";67
612;"612_1";1;"2022-04-17";8742
612;"612_2";2;"2023-02-23";8335
613;"613_1";1;"2021-07-10";178
613;"613_2";2;"2023-09-18";174
614;"614_1";1;"2020-09-15";2195
614;"614_2";2;"2020-09-17";1604
614;"614_3";3;"2021-04-17";1527
614;"614_4";4;"2021-12-01";1521
614;"614_5";5;"2022-01-28";1437
614;"614_6";6;"2022-12-06";2073
614;"614_7";7;"2022-12-22";1113
614;"614_8";8;"2023-09-20";1685
614;"614_9";9;"2023-11-03";821
614;"614_10";10;"2024-10-26";963
615;"615_1";1;"2020-06-19";336
615;"615_2";2;"2021-06-17";337
615;"615_3";3;"2021-12-14";336
615;"615_4";4;"2022-05-28";326
615;"615_5";5;"2022-06-23";324
615;"615_6";6;"2022-09-06";333
615;"615_7";7;"2022-10-17";336
615;"615_8";8;"2023-09-02";324
615;"615_9";9;"2023-12-25";336
615;"615_10";10;"2024-05-07";324
616;"616_1";1;"2020-06-03";302
616;"616_2";2;"2024-07-14";298
617;"617_1";1;"2020-06-11";9402
617;"617_2";2;"2022-01-23";10553
617;"617_3";3;"2023-02-17";10164
617;"617_4";4;"2023-08-03";10135
617;"617_5";5;"2023-12-12";10173
617;"617_6";6;"2024-02-19";9442
617;"617_7";7;"2024-04-06";9471
618;"618_1";1;"2020-07-15";967
618;"618_2";2;"2020-10-07";1023
618;"618_3";3;"2020-10-13";1868
618;"618_4";4;"2022-01-22";944
618;"618_5";5;"2022-04-28";1813
618;"618_6";6;"2022-09-22";1775
618;"618_7";7;"2023-12-20";1734
618;"618_8";8;"2024-06-03";1338
619;"619_1";1;"2023-09-18";40
620;"620_1";1;"2020-07-12";179
620;"620_2";2;"2021-03-15";179
620;"620_3";3;"2021-08-02";165
620;"620_4";4;"2022-02-16";166
620;"620_5";5;"2022-04-28";179
620;"620_6";6;"2023-12-21";163
621;"621_1";1;"2022-12-19";59
622;"622_1";1;"2021-07-05";108
622;"622_2";2;"2021-07-13";107
622;"622_3";3;"2024-03-11";103
622;"622_4";4;"2024-07-01";112
623;"623_1";1;"2020-07-25";112
623;"623_2";2;"2020-11-04";103
623;"623_3";3;"2022-10-28";113
623;"623_4";4;"2023-09-08";111
623;"623_5";5;"2024-07-01";102
623;"623_6";6;"2024-07-22";105
624;"624_1";1;"2020-05-16";397
624;"624_2";2;"2020-11-03";386
624;"624_3";3;"2021-03-10";396
624;"624_4";4;"2021-05-07";381
624;"624_5";5;"2021-09-16";385
624;"624_6";6;"2022-04-28";401
624;"624_7";7;"2022-05-17";399
624;"624_8";8;"2022-06-19";390
624;"624_9";9;"2024-11-11";398
625;"625_1";1;"2023-09-03";179
625;"625_2";2;"2024-03-24";185
626;"626_1";1;"2022-12-16";220
627;"627_1";1;"2020-09-09";289
627;"627_2";2;"2021-02-01";296
627;"627_3";3;"2021-06-21";289
627;"627_4";4;"2021-12-12";302
627;"627_5";5;"2022-08-17";302
627;"627_6";6;"2023-02-13";294
627;"627_7";7;"2023-04-04";307
627;"627_8";8;"2023-08-20";293
627;"627_9";9;"2024-08-22";297
627;"627_10";10;"2024-11-13";291
628;"628_1";1;"2020-04-25";279
628;"628_2";2;"2020-05-27";286
628;"628_3";3;"2020-08-25";282
628;"628_4";4;"2020-11-19";279
628;"628_5";5;"2021-03-05";287
628;"628_6";6;"2021-06-20";279
628;"628_7";7;"2021-12-27";294
628;"628_8";8;"2022-06-16";296
628;"628_9";9;"2023-09-27";290
629;"629_1";1;"2021-01-06";304
629;"629_2";2;"2021-07-25";293
629;"629_3";3;"2021-10-21";304
629;"629_4";4;"2022-01-20";294
629;"629_5";5;"2023-01-09";304
629;"629_6";6;"2023-02-17";306
629;"629_7";7;"2023-05-09";290
629;"629_8";8;"2023-09-08";288
629;"629_9";9;"2024-07-03";300
629;"629_10";10;"2024-10-07";296
630;"630_1";1;"2021-01-26";33
630;"630_2";2;"2023-02-13";36
631;"631_1";1;"2020-10-22";9484
632;"632_1";1;"2021-01-22";33
632;"632_2";2;"2021-02-10";24
632;"632_3";3;"2022-07-09";23
632;"632_4";4;"2022-12-17";25
632;"632_5";5;"2023-01-13";41
633;"633_1";1;"2020-07-17";36
633;"633_2";2;"2020-07-22";43
633;"633_3";3;"2021-04-05";47
633;"633_4";4;"2021-11-27";41
633;"633_5";5;"2022-03-16";43
633;"633_6";6;"2022-11-11";35
633;"633_7";7;"2023-11-11";48
633;"633_8";8;"2024-01-26";39
633;"633_9";9;"2024-10-11";36
633;"633_10";10;"2024-12-24";48
634;"634_1";1;"2020-02-27";18
634;"634_2";2;"2020-11-19";10
634;"634_3";3;"2021-01-20";22
634;"634_4";4;"2021-12-20";28
634;"634_5";5;"2023-05-01";25
634;"634_6";6;"2023-10-22";17
635;"635_1";1;"2021-02-18";388
635;"635_2";2;"2021-04-21";387
635;"635_3";3;"2021-11-13";399
635;"635_4";4;"2022-03-12";385
635;"635_5";5;"2022-10-14";387
635;"635_6";6;"2023-12-07";394
636;"636_1";1;"2020-10-12";165
636;"636_2";2;"2022-06-19";160
636;"636_3";3;"2022-11-03";161
636;"636_4";4;"2024-03-25";148
636;"636_5";5;"2024-07-28";153
637;"637_1";1;"2020-06-18";9467
637;"637_2";2;"2021-09-27";10406
637;"637_3";3;"2021-10-04";10617
637;"637_4";4;"2021-10-06";9494
637;"637_5";5;"2023-11-01";9439
637;"637_6";6;"2023-11-18";9471
638;"638_1";1;"2021-09-06";409
638;"638_2";2;"2022-11-07";399
638;"638_3";3;"2022-12-26";407
638;"638_4";4;"2023-01-01";401
638;"638_5";5;"2023-08-19";395
638;"638_6";6;"2023-09-04";394
638;"638_7";7;"2024-02-09";409
638;"638_8";8;"2024-08-22";408
639;"639_1";1;"2023-05-27";319
639;"639_2";2;"2024-07-22";322
640;"640_1";1;"2020-07-23";248
640;"640_2";2;"2020-12-20";246
640;"640_3";3;"2021-07-24";250
640;"640_4";4;"2021-12-19";239
640;"640_5";5;"2022-04-24";254
640;"640_6";6;"2024-01-20";243
640;"640_7";7;"2024-09-04";241
641;"641_1";1;"2020-02-11";78
641;"641_2";2;"2020-07-08";69
641;"641_3";3;"2021-01-21";80
641;"641_4";4;"2021-10-22";71
641;"641_5";5;"2022-03-24";68
641;"641_6";6;"2022-09-13";75
641;"641_7";7;"2023-10-16";64
642;"642_1";1;"2021-06-19";4055
642;"642_2";2;"2022-01-23";4542
643;"643_1";1;"2020-04-03";3413
644;"644_1";1;"2020-07-01";345
644;"644_2";2;"2022-02-04";363
644;"644_3";3;"2022-07-23";358
644;"644_4";4;"2023-01-11";349
644;"644_5";5;"2024-04-06";361
644;"644_6";6;"2024-07-09";361
644;"644_7";7;"2024-09-04";355
644;"644_8";8;"2024-09-11";351
645;"645_1";1;"2020-10-09";315
645;"645_2";2;"2021-12-20";299
645;"645_3";3;"2024-06-07";304
646;"646_1";1;"2020-03-11";61
646;"646_2";2;"2021-01-17";50
646;"646_3";3;"2021-07-01";57
646;"646_4";4;"2023-03-05";62
646;"646_5";5;"2023-06-17";61
646;"646_6";6;"2023-07-17";50
646;"646_7";7;"2024-08-13";50
647;"647_1";1;"2020-01-21";25
647;"647_2";2;"2020-10-13";13
647;"647_3";3;"2021-02-15";21
647;"647_4";4;"2023-05-08";23
647;"647_5";5;"2023-09-04";22
648;"648_1";1;"2021-10-25";52
649;"649_1";1;"2023-01-18";4135
649;"649_2";2;"2023-07-25";4636
650;"650_1";1;"2021-07-02";4747
651;"651_1";1;"2020-02-04";337
651;"651_2";2;"2020-05-17";344
651;"651_3";3;"2020-05-23";329
651;"651_4";4;"2020-07-07";338
651;"651_5";5;"2020-10-06";331
652;"652_1";1;"2024-04-11";286
653;"653_1";1;"2020-10-08";187
653;"653_2";2;"2020-12-23";182
653;"653_3";3;"2022-12-12";188
653;"653_4";4;"2023-11-23";193
653;"653_5";5;"2024-03-14";183
654;"654_1";1;"2020-05-04";4991
654;"654_2";2;"2020-05-16";5146
654;"654_3";3;"2022-06-20";4270
654;"654_4";4;"2023-07-12";4737
654;"654_5";5;"2024-12-21";4194
655;"655_1";1;"2024-10-02";378
656;"656_1";1;"2020-04-05";5368
656;"656_2";2;"2021-07-17";4919
656;"656_3";3;"2023-04-23";4842
656;"656_4";4;"2024-12-09";4354
657;"657_1";1;"2020-06-11";244
657;"657_2";2;"2020-07-21";263
657;"657_3";3;"2020-09-26";255
657;"657_4";4;"2021-12-17";251
657;"657_5";5;"2022-09-23";254
657;"657_6";6;"2022-10-12";247
657;"657_7";7;"2022-10-22";250
657;"657_8";8;"2023-10-18";262
657;"657_9";9;"2023-11-17";254
658;"658_1";1;"2020-05-05";223
658;"658_2";2;"2020-08-08";222
658;"658_3";3;"2021-08-28";229
659;"659_1";1;"2020-03-26";319
659;"659_2";2;"2020-08-27";308
659;"659_3";3;"2021-06-15";317
659;"659_4";4;"2021-06-16";310
659;"659_5";5;"2021-07-25";316
659;"659_6";6;"2022-02-13";309
659;"659_7";7;"2022-04-15";312
659;"659_8";8;"2022-09-20";306
659;"659_9";9;"2023-05-02";321
659;"659_10";10;"2024-02-07";311
660;"660_1";1;"2020-06-04";6052
660;"660_2";2;"2020-06-27";6209
660;"660_3";3;"2021-07-05";5941
660;"660_4";4;"2021-11-24";5996
660;"660_5";5;"2021-12-14";6890
660;"660_6";6;"2023-10-18";5990
660;"660_7";7;"2023-12-11";6993
660;"660_8";8;"2024-02-09";7113
660;"660_9";9;"2024-03-24";6176
660;"660_10";10;"2024-11-19";6852
661;"661_1";1;"2020-02-13";207
661;"661_2";2;"2020-09-15";219
661;"661_3";3;"2020-12-05";210
661;"661_4";4;"2022-07-27";216
661;"661_5";5;"2022-08-12";201
661;"661_6";6;"2024-02-27";204
662;"662_1";1;"2021-09-19";59
662;"662_2";2;"2022-06-09";71
662;"662_3";3;"2024-10-18";69
663;"663_1";1;"2020-08-03";4083
663;"663_2";2;"2022-01-22";4458
663;"663_3";3;"2023-01-11";4362
663;"663_4";4;"2024-03-12";4876
663;"663_5";5;"2024-05-05";3647
664;"664_1";1;"2020-06-22";380
664;"664_2";2;"2021-01-28";367
664;"664_3";3;"2021-09-10";373
664;"664_4";4;"2022-05-21";382
664;"664_5";5;"2022-07-06";363
664;"664_6";6;"2022-08-05";370
664;"664_7";7;"2023-11-01";375
664;"664_8";8;"2024-01-09";363
664;"664_9";9;"2024-07-24";373
664;"664_10";10;"2024-10-05";371
665;"665_1";1;"2020-10-23";386
665;"665_2";2;"2023-08-06";388
665;"665_3";3;"2023-09-24";384
665;"665_4";4;"2024-01-09";385
665;"665_5";5;"2024-01-11";378
666;"666_1";1;"2020-02-20";280
666;"666_2";2;"2022-02-17";275
666;"666_3";3;"2022-08-18";275
666;"666_4";4;"2024-03-15";268
666;"666_5";5;"2024-07-02";273
667;"667_1";1;"2020-01-05";18
667;"667_2";2;"2020-03-08";4
667;"667_3";3;"2024-06-08";18
667;"667_4";4;"2024-11-15";18
668;"668_1";1;"2021-01-15";138
668;"668_2";2;"2021-04-09";142
668;"668_3";3;"2021-04-22";141
668;"668_4";4;"2022-02-15";139
668;"668_5";5;"2022-04-21";153
668;"668_6";6;"2022-05-16";136
668;"668_7";7;"2023-09-24";143
669;"669_1";1;"2022-02-15";7162
669;"669_2";2;"2023-05-05";6994
670;"670_1";1;"2020-07-03";5136
670;"670_2";2;"2021-06-07";5238
670;"670_3";3;"2021-11-13";5052
670;"670_4";4;"2022-08-02";5044
670;"670_5";5;"2022-09-01";5577
670;"670_6";6;"2023-03-04";6378
670;"670_7";7;"2024-10-15";5864
671;"671_1";1;"2023-10-03";388
672;"672_1";1;"2022-02-12";22
672;"672_2";2;"2022-05-14";23
672;"672_3";3;"2022-05-20";21
672;"672_4";4;"2022-10-09";28
673;"673_1";1;"2021-10-27";1675
673;"673_2";2;"2022-02-21";1694
673;"673_3";3;"2022-07-25";2661
673;"673_4";4;"2023-06-03";1532
674;"674_1";1;"2020-06-11";260
674;"674_2";2;"2021-05-06";264
674;"674_3";3;"2023-02-11";259
674;"674_4";4;"2023-06-15";258
674;"674_5";5;"2023-10-09";271
674;"674_6";6;"2024-01-10";267
674;"674_7";7;"2024-01-15";256
674;"674_8";8;"2024-12-10";264
675;"675_1";1;"2020-03-21";345
675;"675_2";2;"2020-10-22";347
675;"675_3";3;"2021-09-27";341
675;"675_4";4;"2021-12-23";348
675;"675_5";5;"2022-02-20";340
675;"675_6";6;"2023-03-02";350
675;"675_7";7;"2023-05-12";341
675;"675_8";8;"2023-06-08";345
675;"675_9";9;"2023-11-01";351
675;"675_10";10;"2024-09-08";333
676;"676_1";1;"2020-04-20";6770
676;"676_2";2;"2022-03-10";6210
676;"676_3";3;"2022-06-12";6726
676;"676_4";4;"2022-08-24";5749
676;"676_5";5;"2022-10-19";6664
677;"677_1";1;"2020-09-02";5446
677;"677_2";2;"2020-10-13";5797
677;"677_3";3;"2020-11-17";6563
677;"677_4";4;"2022-04-21";5788
677;"677_5";5;"2022-10-15";6401
677;"677_6";6;"2023-03-09";5498
677;"677_7";7;"2023-04-14";6002
677;"677_8";8;"2023-12-03";6070
677;"677_9";9;"2024-08-17";5923
677;"677_10";10;"2024-11-02";6575
678;"678_1";1;"2021-03-09";306
678;"678_2";2;"2022-10-17";298
678;"678_3";3;"2022-12-18";301
678;"678_4";4;"2024-03-06";303
678;"678_5";5;"2024-12-02";309
679;"679_1";1;"2020-10-09";114
679;"679_2";2;"2021-01-02";113
679;"679_3";3;"2022-06-24";124
679;"679_4";4;"2022-08-13";122
679;"679_5";5;"2023-12-25";117
679;"679_6";6;"2024-01-13";115
679;"679_7";7;"2024-10-16";117
680;"680_1";1;"2022-12-04";222
681;"681_1";1;"2022-07-23";4130
681;"681_2";2;"2022-08-26";3912
681;"681_3";3;"2022-11-07";4094
681;"681_4";4;"2023-01-02";3454
681;"681_5";5;"2024-12-18";3544
682;"682_1";1;"2024-05-16";316
683;"683_1";1;"2020-01-03";145
683;"683_2";2;"2021-06-12";146
683;"683_3";3;"2022-09-26";155
683;"683_4";4;"2024-10-06";155
684;"684_1";1;"2023-09-20";56
685;"685_1";1;"2023-05-04";5276
686;"686_1";1;"2022-07-25";248
686;"686_2";2;"2022-08-27";246
686;"686_3";3;"2023-01-16";250
686;"686_4";4;"2023-10-15";252
687;"687_1";1;"2020-08-26";242
687;"687_2";2;"2021-02-08";247
687;"687_3";3;"2022-02-23";231
687;"687_4";4;"2022-06-23";245
687;"687_5";5;"2022-09-12";234
687;"687_6";6;"2023-09-23";231
687;"687_7";7;"2024-07-28";238
688;"688_1";1;"2021-02-27";2615
688;"688_2";2;"2022-07-22";1313
688;"688_3";3;"2022-11-08";1276
689;"689_1";1;"2022-09-20";181
689;"689_2";2;"2024-01-28";181
690;"690_1";1;"2020-12-28";33
691;"691_1";1;"2021-07-08";319
692;"692_1";1;"2020-06-08";3122
692;"692_2";2;"2021-06-23";2171
692;"692_3";3;"2022-08-23";3058
692;"692_4";4;"2023-01-18";3236
692;"692_5";5;"2023-03-02";2262
692;"692_6";6;"2024-01-20";2255
692;"692_7";7;"2024-11-23";3033
693;"693_1";1;"2020-02-25";183
693;"693_2";2;"2023-02-04";171
693;"693_3";3;"2023-02-23";188
693;"693_4";4;"2023-10-05";182
693;"693_5";5;"2023-12-11";169
694;"694_1";1;"2020-03-27";2410
694;"694_2";2;"2020-05-16";3533
694;"694_3";3;"2020-06-23";2785
694;"694_4";4;"2020-06-24";3361
694;"694_5";5;"2021-12-15";3578
694;"694_6";6;"2022-07-08";2642
694;"694_7";7;"2023-02-09";3471
694;"694_8";8;"2023-04-02";2405
694;"694_9";9;"2024-04-07";2930
694;"694_10";10;"2024-09-04";2739
695;"695_1";1;"2022-08-13";228
695;"695_2";2;"2022-09-25";219
695;"695_3";3;"2023-07-07";222
695;"695_4";4;"2024-06-14";227
696;"696_1";1;"2020-01-06";206
696;"696_2";2;"2020-03-11";203
696;"696_3";3;"2020-12-03";198
696;"696_4";4;"2021-08-26";208
696;"696_5";5;"2021-11-22";194
696;"696_6";6;"2022-02-28";194
696;"696_7";7;"2024-05-06";193
697;"697_1";1;"2023-10-06";355
698;"698_1";1;"2022-09-14";4633
698;"698_2";2;"2023-01-27";5608
698;"698_3";3;"2023-05-19";5288
698;"698_4";4;"2023-08-20";5640
699;"699_1";1;"2020-02-14";279
699;"699_2";2;"2020-03-08";274
699;"699_3";3;"2020-03-20";270
699;"699_4";4;"2020-05-27";272
699;"699_5";5;"2023-09-05";279
699;"699_6";6;"2023-11-21";277
699;"699_7";7;"2024-01-21";268
699;"699_8";8;"2024-03-24";280
700;"700_1";1;"2020-07-01";401
700;"700_2";2;"2021-07-19";396
700;"700_3";3;"2022-09-22";401
700;"700_4";4;"2023-02-22";402
700;"700_5";5;"2023-07-20";411
700;"700_6";6;"2023-10-15";411
700;"700_7";7;"2024-05-11";399
701;"701_1";1;"2021-07-20";220
701;"701_2";2;"2021-12-01";224
701;"701_3";3;"2022-03-24";215
701;"701_4";4;"2022-08-01";221
702;"702_1";1;"2020-01-23";371
702;"702_2";2;"2022-08-22";359
702;"702_3";3;"2023-04-23";357
702;"702_4";4;"2023-11-04";358
703;"703_1";1;"2021-09-24";361
703;"703_2";2;"2022-11-08";363
703;"703_3";3;"2023-07-17";358
703;"703_4";4;"2024-02-08";363
704;"704_1";1;"2020-02-09";82
704;"704_2";2;"2020-03-17";80
704;"704_3";3;"2021-05-22";95
704;"704_4";4;"2023-12-03";78
705;"705_1";1;"2020-03-11";276
705;"705_2";2;"2020-11-20";268
705;"705_3";3;"2021-02-19";275
705;"705_4";4;"2021-08-23";266
705;"705_5";5;"2022-03-14";265
705;"705_6";6;"2022-03-27";266
705;"705_7";7;"2023-06-10";271
705;"705_8";8;"2023-08-14";272
705;"705_9";9;"2024-05-19";273
705;"705_10";10;"2024-09-06";271
706;"706_1";1;"2020-03-04";144
706;"706_2";2;"2021-10-13";140
706;"706_3";3;"2021-11-23";133
706;"706_4";4;"2023-08-28";142
706;"706_5";5;"2023-09-23";147
706;"706_6";6;"2024-03-08";139
706;"706_7";7;"2024-03-26";131
707;"707_1";1;"2020-10-12";329
707;"707_2";2;"2022-01-03";331
707;"707_3";3;"2022-02-28";316
707;"707_4";4;"2022-09-17";320
707;"707_5";5;"2022-11-13";317
707;"707_6";6;"2023-05-22";326
707;"707_7";7;"2023-07-24";321
707;"707_8";8;"2023-09-15";332
707;"707_9";9;"2024-10-27";313
707;"707_10";10;"2024-12-17";327
708;"708_1";1;"2020-01-28";279
708;"708_2";2;"2021-07-21";286
708;"708_3";3;"2021-10-14";279
708;"708_4";4;"2022-08-28";281
708;"708_5";5;"2023-08-15";273
