donor_id;donor_type;acquisition_channel;age;gender;location_id;city;country
1393;Individual;Partnership;49;Female;59;Œwiebodzice; Poland
1394;Organization;Direct Mail;;;542;Jaros³aw; Poland
1395;Individual;Social Media;53;Male;61;Jawor; Poland
1396;Individual;Direct Mail;62;Male;166;Lublin; Poland
1397;Individual;Direct Mail;33;Female;963;Œwinoujœcie; Poland
1398;Individual;Social Media;35;Male;844;Gniezno; Poland
1399;Individual;Direct Mail;63;Female;669;Bêdzin; Poland
1400;Organization;Social Media;;;883;Œrem; Poland
1401;Individual;Social Media;20;Male;534;Krosno; Poland
1402;Individual;Direct Mail;84;Male;637;Sopot; Poland
1403;Individual;Online Event;78;Female;587;Bia³ystok; Poland
1404;Organization;Social Media;;;638;Pruszcz Gdañski; Poland
1405;Individual;Social Media;82;Male;723;Chorzów; Poland
1406;Individual;Direct Mail;75;Male;336;Chrzanów; Poland
1407;Individual;Social Media;55;Male;696;Pszczyna; Poland
1408;Organization;Partnership;;;157;Che³m; Poland
1409;Organization;Social Media;;;629;Wejherowo; Poland
1410;Individual;Social Media;20;Male;696;Pszczyna; Poland
1411;Individual;Online Event;83;Female;692;¯ywiec; Poland
1412;Individual;Social Media;21;Male;462;P³ock; Poland
1413;Individual;Online Event;45;Female;796;Gi¿ycko; Poland
1414;Individual;Social Media;63;Male;884;Jarocin; Poland
1415;Organization;Social Media;;;56;Zgorzelec; Poland
1416;Individual;Social Media;82;Female;367;Tarnów; Poland
1417;Organization;Social Media;;;578;Suwa³ki; Poland
1418;Individual;Direct Mail;62;Male;172;Bi³goraj; Poland
1419;Individual;Social Media;63;Female;386;Siedlce; Poland
1420;Individual;Partnership;71;Male;57;Bielawa; Poland
1421;Organization;In-Person Event;;;634;Kwidzyn; Poland
1422;Individual;Partnership;65;Female;46;Boles³awiec; Poland
1423;Individual;Partnership;84;Male;497;Brzeg; Poland
1424;Individual;Online Event;65;Non-binary;268;Radomsko; Poland
1425;Individual;Direct Mail;65;Female;799;Bartoszyce; Poland
1426;Individual;Direct Mail;43;Male;844;Gniezno; Poland
1427;Individual;Partnership;32;Female;669;Bêdzin; Poland
1428;Individual;Social Media;48;Male;737;Ostrowiec Œwiêtokrzyski; Poland
1429;Individual;Social Media;31;Female;543;Sanok; Poland
1430;Organization;Social Media;;;542;Jaros³aw; Poland
1431;Individual;Direct Mail;85;Male;798;Szczytno; Poland
1432;Individual;Social Media;82;Male;722;D¹browa Górnicza; Poland
1433;Individual;Social Media;55;Female;692;¯ywiec; Poland
1434;Individual;Direct Mail;65;Male;962;Szczecin; Poland
1435;Individual;Partnership;36;Female;268;Radomsko; Poland
1436;Individual;Partnership;21;Female;963;Œwinoujœcie; Poland
1437;Individual;Partnership;32;Female;829;Kalisz; Poland
1438;Individual;Direct Mail;43;Female;744;Skar¿ysko-Kamienna; Poland
1439;Individual;Partnership;80;Female;578;Suwa³ki; Poland
1440;Organization;Direct Mail;;;847;Poznañ; Poland
1441;Individual;Social Media;24;Male;62;Nowa Ruda; Poland
1442;Organization;Social Media;;;536;Dêbica; Poland
1443;Individual;Direct Mail;53;Male;791;Ostróda; Poland
1444;Individual;Partnership;81;Female;799;Bartoszyce; Poland
1445;Individual;Direct Mail;65;Female;530;Stalowa Wola; Poland
1446;Individual;Direct Mail;35;Male;528;Mielec; Poland
1447;Organization;Social Media;;;963;Œwinoujœcie; Poland
1448;Individual;Direct Mail;54;Female;47;Oleœnica; Poland
1449;Organization;Social Media;;;630;Starogard Gdañski; Poland
1450;Individual;Direct Mail;34;Female;696;Pszczyna; Poland
1451;Organization;Social Media;;;313;Nowy S¹cz; Poland
1452;Organization;Social Media;;;587;Bia³ystok; Poland
1453;Individual;Direct Mail;65;Female;636;Lêbork; Poland
1454;Individual;Partnership;41;Female;161;Pu³awy; Poland
1455;Individual;Partnership;18;Male;743;Starachowice; Poland
1456;Individual;Online Event;28;Female;49;Dzier¿oniów; Poland
1457;Individual;Direct Mail;77;Female;962;Szczecin; Poland
1458;Individual;Online Event;88;Non-binary;885;W¹growiec; Poland
1459;Organization;Social Media;;;502;Kluczbork; Poland
1460;Individual;Partnership;25;Female;167;Kraœnik; Poland
1461;Organization;Direct Mail;;;528;Mielec; Poland
1462;Individual;Partnership;83;Male;534;Krosno; Poland
1463;Individual;Social Media;82;Male;785;E³k; Poland
1464;Organization;In-Person Event;;;96;Grudzi¹dz; Poland
1465;Individual;Direct Mail;82;Male;182;Lubartów; Poland
1466;Individual;Direct Mail;67;Male;692;¯ywiec; Poland
1467;Organization;In-Person Event;;;707;Gliwice; Poland
1468;Organization;Social Media;;;702;Olsztyn; Poland
1469;Organization;In-Person Event;;;713;Zabrze; Poland
1470;Individual;Partnership;75;Male;637;Sopot; Poland
1471;Organization;Direct Mail;;;700;Czêstochowa; Poland
1472;Individual;Direct Mail;61;Female;138;W³oc³awek; Poland
1473;Organization;Direct Mail;;;625;Rumia; Poland
1474;Organization;In-Person Event;;;443;Radom; Poland
1475;Individual;Partnership;87;Female;957;Ko³obrzeg; Poland
1476;Individual;Direct Mail;58;Male;390;Pruszków; Poland
1477;Individual;Partnership;51;Male;957;Ko³obrzeg; Poland
1478;Individual;Social Media;82;Female;225;¯agañ; Poland
1479;Organization;Direct Mail;;;691;CzeladŸ; Poland
1480;Individual;Partnership;82;Male;658;Jastrzêbie-Zdrój; Poland
1481;Individual;Direct Mail;52;Female;887;Œroda Wielkopolska; Poland
1482;Individual;Social Media;59;Male;715;Bytom; Poland
1483;Individual;Partnership;49;Female;975;Goleniów; Poland
1484;Individual;Social Media;43;Female;644;Gdynia; Poland
1485;Individual;Direct Mail;65;Female;336;Chrzanów; Poland
1486;Individual;Social Media;20;Male;723;Chorzów; Poland
1487;Individual;Social Media;76;Male;743;Starachowice; Poland
1488;Individual;Partnership;19;Male;670;Piekary Œl¹skie; Poland
1489;Individual;Partnership;73;Male;242;Gorzów Wielkopolski; Poland
1490;Organization;In-Person Event;;;182;Lubartów; Poland
1491;Individual;Social Media;56;Female;62;Nowa Ruda; Poland
1492;Organization;Direct Mail;;;693;Myszków; Poland
1493;Organization;In-Person Event;;;882;Krotoszyn; Poland
1494;Individual;Social Media;55;Male;691;CzeladŸ; Poland
1495;Organization;In-Person Event;;;542;Jaros³aw; Poland
1496;Organization;In-Person Event;;;534;Krosno; Poland
1497;Individual;In-Person Event;89;Female;544;Jas³o; Poland
1498;Individual;Social Media;22;Male;217;¯ary; Poland
1499;Individual;Social Media;79;Male;674;Racibórz; Poland
1500;Individual;Social Media;78;Male;119;Brodnica; Poland
1501;Individual;Partnership;27;Female;22;Œwidnica; Poland
1502;Individual;Social Media;68;Female;172;Bi³goraj; Poland
1503;Individual;Partnership;31;Female;161;Pu³awy; Poland
1504;Organization;Direct Mail;;;720;Tychy; Poland
1505;Individual;Social Media;78;Female;662;Mys³owice; Poland
1506;Individual;Partnership;47;Female;313;Nowy S¹cz; Poland
1507;Individual;Partnership;21;Male;886;Turek; Poland
1508;Individual;Partnership;54;Female;259;Pabianice; Poland
1509;Individual;Direct Mail;65;Female;670;Piekary Œl¹skie; Poland
1510;Individual;Social Media;81;Female;402;Otwock; Poland
1511;Individual;Direct Mail;87;Female;705;Sosnowiec; Poland
1512;Individual;Partnership;30;Male;587;Bia³ystok; Poland
1513;Individual;Direct Mail;48;Male;512;Opole; Poland
1514;Individual;Partnership;18;Male;580;£om¿a; Poland
1515;Individual;Partnership;83;Male;225;¯agañ; Poland
1516;Organization;In-Person Event;;;403;Ciechanów; Poland
1517;Individual;Direct Mail;82;Male;636;Lêbork; Poland
1518;Individual;Partnership;19;Female;415;Sochaczew; Poland
1519;Individual;Partnership;45;Female;497;Brzeg; Poland
1520;Individual;Partnership;90;Female;636;Lêbork; Poland
1521;Individual;Social Media;39;Female;693;Myszków; Poland
1522;Organization;In-Person Event;;;56;Zgorzelec; Poland
1523;Individual;Direct Mail;81;Female;412;¯yrardów; Poland
1524;Individual;Partnership;54;Male;588;Augustów; Poland
1525;Individual;Direct Mail;55;Female;536;Dêbica; Poland
1526;Individual;Partnership;25;Female;9;Jelenia Góra; Poland
1527;Individual;Social Media;70;Female;367;Tarnów; Poland
1528;Organization;Social Media;;;665;Tarnowskie Góry; Poland
1529;Organization;Direct Mail;;;217;¯ary; Poland
1530;Individual;Direct Mail;52;Female;158;Bia³a Podlaska; Poland
1531;Organization;Partnership;;;257;Piotrków Trybunalski; Poland
1532;Organization;Social Media;;;635;Malbork; Poland
1533;Individual;Social Media;62;Female;883;Œrem; Poland
1534;Organization;Direct Mail;;;535;Tarnobrzeg; Poland
1535;Individual;Partnership;54;Female;744;Skar¿ysko-Kamienna; Poland
1536;Individual;Partnership;84;Male;696;Pszczyna; Poland
1537;Individual;Partnership;37;Female;60;Polkowice; Poland
1538;Individual;Social Media;20;Female;842;Ostrów Wielkopolski; Poland
1539;Organization;Social Media;;;161;Pu³awy; Poland
1540;Individual;Social Media;56;Female;239;Zielona Góra; Poland
1541;Organization;In-Person Event;;;578;Suwa³ki; Poland
1542;Individual;Social Media;19;Male;662;Mys³owice; Poland
1543;Organization;Social Media;;;1006;Koszalin; Poland
1544;Individual;Partnership;31;Female;886;Turek; Poland
1545;Organization;Partnership;;;46;Boles³awiec; Poland
1546;Individual;Partnership;81;Female;972;Police; Poland
1547;Organization;In-Person Event;;;490;Kêdzierzyn-KoŸle; Poland
1548;Individual;Social Media;54;Male;842;Ostrów Wielkopolski; Poland
1549;Organization;In-Person Event;;;662;Mys³owice; Poland
1550;Organization;Partnership;;;59;Œwiebodzice; Poland
1551;Individual;Direct Mail;34;Female;338;Olkusz; Poland
1552;Individual;Direct Mail;76;Female;542;Jaros³aw; Poland
1553;Individual;Partnership;44;Male;699;£aziska Górne; Poland
1554;Individual;Direct Mail;76;Male;348;Zakopane; Poland
1555;Organization;Social Media;;;336;Chrzanów; Poland
1556;Individual;In-Person Event;35;Female;412;¯yrardów; Poland
1557;Organization;Partnership;;;691;CzeladŸ; Poland
1558;Individual;Partnership;18;Female;264;Be³chatów; Poland
1559;Individual;In-Person Event;55;Female;543;Sanok; Poland
1560;Individual;Partnership;55;Female;694;Katowice; Poland
1561;Individual;Partnership;21;Male;462;P³ock; Poland
1562;Organization;In-Person Event;;;401;Marki; Poland
1563;Individual;Direct Mail;58;Female;633;Chojnice; Poland
1564;Individual;Partnership;74;Male;530;Stalowa Wola; Poland
1565;Organization;In-Person Event;;;415;Sochaczew; Poland
1566;Individual;Social Media;83;Male;542;Jaros³aw; Poland
1567;Individual;Partnership;75;Male;312;Kraków; Poland
1568;Individual;Social Media;60;Female;411;Miñsk Mazowiecki; Poland
1569;Organization;Social Media;;;182;Lubartów; Poland
1570;Individual;Partnership;20;Non-binary;313;Nowy S¹cz; Poland
1571;Individual;Partnership;80;Female;914;Ko³o; Poland
1572;Individual;Social Media;26;Female;216;Nowa Sól; Poland
1573;Organization;Social Media;;;217;¯ary; Poland
1574;Individual;Direct Mail;66;Female;165;Œwidnik; Poland
1575;Individual;Social Media;64;Female;497;Brzeg; Poland
1576;Individual;Partnership;46;Female;59;Œwiebodzice; Poland
1577;Individual;Social Media;34;Male;554;Rzeszów; Poland
1578;Individual;Direct Mail;30;Male;166;Lublin; Poland
1579;Individual;Partnership;87;Female;120;Œwiecie; Poland
1580;Organization;In-Person Event;;;512;Opole; Poland
1581;Individual;Online Event;47;Female;669;Bêdzin; Poland
1582;Individual;Partnership;63;Female;158;Bia³a Podlaska; Poland
1583;Individual;Social Media;46;Male;669;Bêdzin; Poland
1584;Individual;Partnership;35;Male;462;P³ock; Poland
1585;Individual;In-Person Event;36;Male;796;Gi¿ycko; Poland
1586;Organization;In-Person Event;;;587;Bia³ystok; Poland
1587;Organization;Social Media;;;881;Swarzêdz; Poland
1588;Organization;Social Media;;;225;¯agañ; Poland
1589;Individual;Social Media;30;Female;691;CzeladŸ; Poland
1590;Individual;Partnership;88;Male;257;Piotrków Trybunalski; Poland
1591;Individual;Direct Mail;68;Female;674;Racibórz; Poland
1592;Organization;Online Event;;;257;Piotrków Trybunalski; Poland
1593;Organization;Partnership;;;716;Rybnik; Poland
1594;Individual;Social Media;20;Male;743;Starachowice; Poland
1595;Individual;Social Media;43;Male;591;Zambrów; Poland
1596;Individual;Social Media;33;Female;158;Bia³a Podlaska; Poland
1597;Individual;Partnership;66;Female;335;Oœwiêcim; Poland
1598;Organization;Direct Mail;;;1;Legnica; Poland
1599;Individual;Partnership;86;Male;157;Che³m; Poland
1600;Individual;Social Media;20;Male;674;Racibórz; Poland
1601;Individual;Partnership;71;Male;1006;Koszalin; Poland
1602;Organization;Social Media;;;587;Bia³ystok; Poland
1603;Individual;In-Person Event;85;Female;57;Bielawa; Poland
1604;Individual;Social Media;55;Female;542;Jaros³aw; Poland
1605;Organization;Social Media;;;269;Kutno; Poland
1606;Individual;Direct Mail;78;Male;847;Poznañ; Poland
1607;Individual;Direct Mail;66;Male;1;Legnica; Poland
1608;Organization;Direct Mail;;;544;Jas³o; Poland
1609;Individual;Social Media;20;Female;888;Koœcian; Poland
1610;Individual;Social Media;42;Female;953;Stargard Szczeciñski; Poland
1611;Individual;Social Media;71;Male;402;Otwock; Poland
1612;Organization;Social Media;;;259;Pabianice; Poland
1613;Organization;Partnership;;;625;Rumia; Poland
1614;Individual;Social Media;81;Male;697;Lubliniec; Poland
1615;Individual;Direct Mail;83;Male;554;Rzeszów; Poland
1616;Organization;Direct Mail;;;158;Bia³a Podlaska; Poland
1617;Individual;Partnership;80;Male;692;¯ywiec; Poland
1618;Individual;Direct Mail;56;Female;262;Tomaszów Mazowiecki; Poland
1619;Individual;Social Media;60;Female;264;Be³chatów; Poland
1620;Individual;Social Media;54;Male;313;Nowy S¹cz; Poland
1621;Organization;Direct Mail;;;838;Pi³a; Poland
1622;Organization;Direct Mail;;;691;CzeladŸ; Poland
1623;Individual;Partnership;75;Female;395;Legionowo; Poland
1624;Individual;Social Media;20;Female;96;Grudzi¹dz; Poland
1625;Organization;Social Media;;;490;Kêdzierzyn-KoŸle; Poland
1626;Organization;Online Event;;;790;I³awa; Poland
1627;Individual;Partnership;62;Female;678;Miko³ów; Poland
1628;Individual;Partnership;25;Female;675;Zawiercie; Poland
1629;Organization;Online Event;;;845;Leszno; Poland
1630;Organization;Social Media;;;403;Ciechanów; Poland
1631;Individual;Online Event;23;Male;281;Wieluñ; Poland
1632;Individual;Partnership;60;Male;264;Be³chatów; Poland
1633;Individual;Direct Mail;81;Male;390;Pruszków; Poland
1634;Individual;Social Media;65;Female;259;Pabianice; Poland
1635;Individual;Social Media;31;Male;975;Goleniów; Poland
1636;Individual;Online Event;71;Female;99;Inowroc³aw; Poland
1637;Individual;Social Media;68;Male;864;Luboñ; Poland
1638;Organization;Social Media;;;707;Gliwice; Poland
1639;Organization;Online Event;;;530;Stalowa Wola; Poland
1640;Individual;In-Person Event;18;Male;263;Zgierz; Poland
1641;Organization;Social Media;;;217;¯ary; Poland
1642;Individual;Online Event;68;Male;402;Otwock; Poland
1643;Individual;Direct Mail;40;Male;887;Œroda Wielkopolska; Poland
1644;Organization;Partnership;;;796;Gi¿ycko; Poland
1645;Individual;Social Media;39;Female;543;Sanok; Poland
1646;Individual;Direct Mail;49;Male;953;Stargard Szczeciñski; Poland
1647;Individual;Social Media;42;Female;9;Jelenia Góra; Poland
1648;Individual;Partnership;50;Male;663;Siemianowice Œl¹skie; Poland
1649;Individual;Direct Mail;35;Female;88;Wa³brzych; Poland
1650;Individual;Social Media;32;Female;96;Grudzi¹dz; Poland
1651;Individual;Direct Mail;33;Female;715;Bytom; Poland
1652;Individual;Direct Mail;39;Male;645;Koœcierzyna; Poland
1653;Organization;Direct Mail;;;14;Wroc³aw; Poland
1654;Organization;Partnership;;;414;Grodzisk Mazowiecki; Poland
1655;Individual;In-Person Event;23;Female;534;Krosno; Poland
1656;Individual;Social Media;30;Female;13;Lubin; Poland
1657;Individual;Direct Mail;41;Male;534;Krosno; Poland
1658;Individual;Direct Mail;50;Female;411;Miñsk Mazowiecki; Poland
1659;Individual;Direct Mail;55;Female;313;Nowy S¹cz; Poland
1660;Individual;Social Media;70;Female;790;I³awa; Poland
1661;Organization;In-Person Event;;;692;¯ywiec; Poland
1662;Organization;Direct Mail;;;543;Sanok; Poland
1663;Individual;Online Event;19;Female;587;Bia³ystok; Poland
1664;Organization;Online Event;;;113;Bydgoszcz; Poland
1665;Individual;Direct Mail;31;Male;22;Œwidnica; Poland
1666;Organization;Direct Mail;;;702;Olsztyn; Poland
1667;Individual;Partnership;86;Male;542;Jaros³aw; Poland
1668;Individual;Direct Mail;65;Male;348;Zakopane; Poland
1669;Individual;Partnership;31;Male;636;Lêbork; Poland
1670;Individual;In-Person Event;82;Male;182;Lubartów; Poland
1671;Individual;Direct Mail;20;Female;665;Tarnowskie Góry; Poland
1672;Individual;In-Person Event;38;Female;271;Sieradz; Poland
1673;Organization;Direct Mail;;;723;Chorzów; Poland
1674;Individual;Partnership;85;Male;838;Pi³a; Poland
1675;Individual;Partnership;31;Male;589;Bielsk Podlaski; Poland
1676;Organization;Online Event;;;182;Lubartów; Poland
1677;Individual;Online Event;88;Female;113;Bydgoszcz; Poland
1678;Individual;Partnership;68;Female;587;Bia³ystok; Poland
1679;Organization;Online Event;;;13;Lubin; Poland
1680;Individual;Online Event;30;Female;588;Augustów; Poland
1681;Organization;Online Event;;;386;Siedlce; Poland
1682;Individual;Direct Mail;41;Female;664;¯ory; Poland
1683;Organization;Partnership;;;262;Tomaszów Mazowiecki; Poland
1684;Individual;Online Event;39;Female;335;Oœwiêcim; Poland
1685;Individual;Direct Mail;35;Female;885;W¹growiec; Poland
1686;Individual;Direct Mail;56;Female;347;Gorlice; Poland
1687;Individual;Direct Mail;22;Female;589;Bielsk Podlaski; Poland
1688;Individual;Direct Mail;62;Female;46;Boles³awiec; Poland
1689;Individual;Online Event;45;Male;707;Gliwice; Poland
1690;Individual;Partnership;83;Male;430;P³oñsk; Poland
1691;Individual;Direct Mail;65;Female;99;Inowroc³aw; Poland
1692;Organization;Direct Mail;;;138;W³oc³awek; Poland
1693;Individual;Direct Mail;39;Male;692;¯ywiec; Poland
1694;Individual;Partnership;60;Non-binary;663;Siemianowice Œl¹skie; Poland
1695;Individual;Direct Mail;71;Male;530;Stalowa Wola; Poland
1696;Individual;Social Media;59;Male;338;Olkusz; Poland
1697;Individual;Direct Mail;66;Female;759;Kielce; Poland
1698;Individual;Social Media;20;Female;96;Grudzi¹dz; Poland
1699;Organization;Direct Mail;;;338;Olkusz; Poland
1700;Individual;Direct Mail;58;Male;963;Œwinoujœcie; Poland
1701;Individual;Online Event;45;Male;629;Wejherowo; Poland
1702;Individual;Direct Mail;65;Male;881;Swarzêdz; Poland
1703;Individual;Direct Mail;34;Female;1006;Koszalin; Poland
1704;Organization;Direct Mail;;;628;Gdañsk; Poland
1705;Individual;Social Media;68;Male;225;¯agañ; Poland
1706;Individual;Partnership;46;Female;798;Szczytno; Poland
1707;Individual;Partnership;59;Female;182;Lubartów; Poland
1708;Individual;Online Event;25;Female;22;Œwidnica; Poland
1709;Individual;Social Media;58;Female;347;Gorlice; Poland
1710;Individual;Partnership;50;Female;171;£uków; Poland
1711;Individual;Social Media;23;Male;663;Siemianowice Œl¹skie; Poland
1712;Individual;Direct Mail;76;Male;864;Luboñ; Poland
1713;Organization;Direct Mail;;;267;Skierniewice; Poland
1714;Individual;Direct Mail;20;Female;885;W¹growiec; Poland
1715;Organization;Direct Mail;;;829;Kalisz; Poland
1716;Individual;Partnership;24;Female;658;Jastrzêbie-Zdrój; Poland
1717;Individual;Direct Mail;44;Female;396;Piaseczno; Poland
1718;Organization;Direct Mail;;;676;Œwiêtoch³owice; Poland
1719;Individual;Partnership;44;Male;22;Œwidnica; Poland
1720;Individual;Online Event;31;Female;399;Ostro³êka; Poland
1721;Organization;Online Event;;;171;£uków; Poland
1722;Individual;Direct Mail;61;Male;390;Pruszków; Poland
1723;Individual;Direct Mail;61;Male;964;Szczecinek; Poland
1724;Individual;Direct Mail;45;Male;337;Nowy Targ; Poland
1725;Individual;Social Media;20;Male;964;Szczecinek; Poland
1726;Individual;Online Event;32;Male;634;Kwidzyn; Poland
1727;Organization;Online Event;;;844;Gniezno; Poland
1728;Organization;Direct Mail;;;799;Bartoszyce; Poland
1729;Individual;Direct Mail;68;Female;885;W¹growiec; Poland
1730;Individual;Direct Mail;53;Male;702;Olsztyn; Poland
1731;Individual;Partnership;86;Male;99;Inowroc³aw; Poland
1732;Individual;Direct Mail;46;Non-binary;496;Nysa; Poland
1733;Individual;Partnership;70;Female;695;Czerwionka-Leszczyny; Poland
1734;Individual;Social Media;41;Male;842;Ostrów Wielkopolski; Poland
1735;Individual;Partnership;52;Male;885;W¹growiec; Poland
1736;Individual;Social Media;20;Male;9;Jelenia Góra; Poland
1737;Individual;Direct Mail;65;Female;401;Marki; Poland
1738;Individual;Social Media;20;Female;426;Nowy Dwór Mazowiecki; Poland
1739;Individual;Direct Mail;74;Male;670;Piekary Œl¹skie; Poland
1740;Individual;Online Event;28;Female;335;Oœwiêcim; Poland
1741;Organization;Direct Mail;;;542;Jaros³aw; Poland
1742;Individual;Partnership;18;Male;534;Krosno; Poland
1743;Individual;Partnership;65;Male;716;Rybnik; Poland
1744;Organization;Direct Mail;;;881;Swarzêdz; Poland
1745;Individual;Direct Mail;53;Female;496;Nysa; Poland
1746;Individual;Social Media;20;Male;973;Wa³cz; Poland
1747;Individual;Direct Mail;52;Female;865;Wrzeœnia; Poland
1748;Individual;Direct Mail;58;Male;348;Zakopane; Poland
1749;Individual;Social Media;38;Female;165;Œwidnik; Poland
1750;Individual;Direct Mail;65;Male;172;Bi³goraj; Poland
1751;Individual;Direct Mail;78;Male;974;Bia³ogard; Poland
1752;Individual;Social Media;47;Male;845;Leszno; Poland
1753;Individual;Social Media;81;Female;914;Ko³o; Poland
1754;Individual;Social Media;74;Female;279;£owicz; Poland
1755;Individual;Social Media;22;Male;591;Zambrów; Poland
1756;Individual;Partnership;86;Male;390;Pruszków; Poland
1757;Individual;Direct Mail;58;Female;401;Marki; Poland
1758;Organization;Partnership;;;262;Tomaszów Mazowiecki; Poland
1759;Organization;Direct Mail;;;709;Bielsko-Bia³a; Poland
1760;Individual;Social Media;45;Female;697;Lubliniec; Poland
1761;Individual;Direct Mail;65;Female;347;Gorlice; Poland
1762;Organization;Direct Mail;;;588;Augustów; Poland
1763;Individual;Social Media;61;Female;490;Kêdzierzyn-KoŸle; Poland
1764;Individual;Online Event;71;Female;759;Kielce; Poland
1765;Individual;Direct Mail;79;Male;716;Rybnik; Poland
1766;Organization;Online Event;;;259;Pabianice; Poland
1767;Individual;Partnership;40;Male;337;Nowy Targ; Poland
1768;Individual;Partnership;69;Female;624;Tczew; Poland
1769;Individual;Partnership;86;Male;658;Jastrzêbie-Zdrój; Poland
1770;Individual;Online Event;28;Female;713;Zabrze; Poland
1771;Individual;Direct Mail;33;Female;14;Wroc³aw; Poland
1772;Organization;Direct Mail;;;674;Racibórz; Poland
1773;Individual;Direct Mail;63;Male;694;Katowice; Poland
1774;Individual;Direct Mail;65;Male;843;Konin; Poland
1775;Individual;Partnership;58;Male;171;£uków; Poland
1776;Individual;Direct Mail;65;Male;723;Chorzów; Poland
1777;Individual;Partnership;37;Female;348;Zakopane; Poland
1778;Individual;Social Media;79;Female;171;£uków; Poland
1779;Individual;Partnership;23;Male;395;Legionowo; Poland
1780;Individual;Direct Mail;75;Female;335;Oœwiêcim; Poland
1781;Individual;Direct Mail;68;Male;697;Lubliniec; Poland
1782;Individual;Social Media;72;Male;544;Jas³o; Poland
1783;Organization;In-Person Event;;;589;Bielsk Podlaski; Poland
1784;Individual;Direct Mail;35;Female;543;Sanok; Poland
1785;Individual;Direct Mail;20;Male;847;Poznañ; Poland
1786;Individual;Online Event;51;Male;587;Bia³ystok; Poland
1787;Organization;Direct Mail;;;428;Wyszków; Poland
1788;Individual;Direct Mail;65;Female;676;Œwiêtoch³owice; Poland
1789;Individual;Social Media;81;Female;972;Police; Poland
1790;Organization;Partnership;;;628;Gdañsk; Poland
1791;Individual;Partnership;48;Male;512;Opole; Poland
1792;Individual;Direct Mail;49;Female;267;Skierniewice; Poland
1793;Individual;Partnership;90;Female;337;Nowy Targ; Poland
1794;Individual;Social Media;64;Female;542;Jaros³aw; Poland
1795;Individual;Direct Mail;20;Male;400;Z¹bki; Poland
1796;Individual;Direct Mail;21;Female;390;Pruszków; Poland
1797;Individual;Online Event;84;Male;412;¯yrardów; Poland
1798;Organization;In-Person Event;;;587;Bia³ystok; Poland
1799;Individual;Partnership;84;Female;677;Wodzis³aw Œl¹ski; Poland
1800;Individual;Direct Mail;34;Male;403;Ciechanów; Poland
1801;Individual;Online Event;39;Female;313;Nowy S¹cz; Poland
1802;Individual;Partnership;64;Female;759;Kielce; Poland
1803;Individual;Online Event;84;Male;490;Kêdzierzyn-KoŸle; Poland
1804;Individual;Direct Mail;32;Female;676;Œwiêtoch³owice; Poland
1805;Organization;Social Media;;;636;Lêbork; Poland
1806;Individual;Partnership;33;Female;529;Przemyœl; Poland
1807;Individual;Social Media;46;Male;588;Augustów; Poland
1808;Individual;Direct Mail;59;Male;882;Krotoszyn; Poland
1809;Individual;Direct Mail;20;Female;829;Kalisz; Poland
1810;Organization;Partnership;;;669;Bêdzin; Poland
1811;Organization;Online Event;;;161;Pu³awy; Poland
1812;Individual;Social Media;71;Female;96;Grudzi¹dz; Poland
1813;Individual;Partnership;40;Female;914;Ko³o; Poland
1814;Individual;Partnership;41;Male;962;Szczecin; Poland
1815;Individual;Social Media;27;Male;957;Ko³obrzeg; Poland
1816;Individual;Social Media;38;Male;864;Luboñ; Poland
1817;Individual;Direct Mail;44;Male;657;Jaworzno; Poland
1818;Individual;Online Event;62;Male;429;Piastów; Poland
1819;Individual;Direct Mail;78;Male;496;Nysa; Poland
1820;Organization;Direct Mail;;;685;Czechowice-Dziedzice; Poland
1821;Organization;Partnership;;;629;Wejherowo; Poland
1822;Individual;Social Media;53;Female;502;Kluczbork; Poland
1823;Individual;Partnership;73;Male;156;Zamoœæ; Poland
1824;Individual;Partnership;86;Female;268;Radomsko; Poland
1825;Individual;Direct Mail;76;Non-binary;678;Miko³ów; Poland
1826;Individual;In-Person Event;54;Male;675;Zawiercie; Poland
1827;Individual;Partnership;79;Male;264;Be³chatów; Poland
1828;Individual;Direct Mail;58;Male;670;Piekary Œl¹skie; Poland
1829;Organization;Online Event;;;589;Bielsk Podlaski; Poland
1830;Individual;Direct Mail;18;Male;554;Rzeszów; Poland
1831;Individual;Partnership;76;Female;46;Boles³awiec; Poland
1832;Organization;Online Event;;;618;S³upsk; Poland
1833;Organization;Online Event;;;713;Zabrze; Poland
1834;Individual;Social Media;65;Male;881;Swarzêdz; Poland
1835;Organization;Direct Mail;;;272;Zduñska Wola; Poland
1836;Individual;In-Person Event;69;Female;664;¯ory; Poland
1837;Individual;Social Media;37;Male;629;Wejherowo; Poland
1838;Individual;Direct Mail;79;Male;217;¯ary; Poland
1839;Individual;Partnership;79;Female;536;Dêbica; Poland
1840;Organization;Online Event;;;635;Malbork; Poland
1841;Organization;Online Event;;;630;Starogard Gdañski; Poland
1842;Organization;Partnership;;;630;Starogard Gdañski; Poland
1843;Individual;Online Event;25;Female;338;Olkusz; Poland
1844;Individual;Social Media;60;Female;396;Piaseczno; Poland
1845;Individual;Partnership;74;Male;57;Bielawa; Poland
1846;Individual;Social Media;18;Male;628;Gdañsk; Poland
1847;Organization;Direct Mail;;;677;Wodzis³aw Œl¹ski; Poland
1848;Individual;Online Event;87;Female;791;Ostróda; Poland
1849;Organization;Online Event;;;1006;Koszalin; Poland
1850;Individual;Direct Mail;63;Male;838;Pi³a; Poland
